episode_id,repo,edit_distance_writes,semantic_ratio,investment_tokens,requested_condition,selected_condition,seed,payload_tokens,correct_action,action,action_correct,recovery_success,accepted_write,touched_tests_pass,repeat_refusal,recovery_tokens,model_prompt_tokens,model_completion_tokens,recovery_tool_calls,policy_action,policy_action_correct,policy_prompt_tokens,policy_completion_tokens,policy_wall_clock_seconds,policy_source,payload_action,payload_action_correct,deferred_to_payload,receiver_context_target_tokens,receiver_trajectory_tokens,refusal_position,payload_context_ratio,notes
alias_resolution-abandon-k8,rebuilt-action-crossed-corpus,8,0.9375,2360,P1,P1,0,410,abandon,abandon,True,True,False,True,False,8730,8684,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.047213265776140025,"The current file already implements the required chained alias resolution with cycle rejection, fulfilling the task."
alias_resolution-abandon-k8,rebuilt-action-crossed-corpus,8,0.9375,2360,P1,P1,1,410,abandon,abandon,True,True,False,True,False,8730,8684,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.047213265776140025,"The current file already implements the required chained alias resolution with cycle rejection, fulfilling the task."
alias_resolution-abandon-k8,rebuilt-action-crossed-corpus,8,0.9375,2360,P1,P1,2,410,abandon,abandon,True,True,False,True,False,8726,8684,42,0,,,0,0,0.0,,,,,8000,8000,tail,0.047213265776140025,The current file already implements the required chained alias resolution with cycle rejection.
alias_resolution-adapt-k8,rebuilt-action-crossed-corpus,8,0.7692307692307693,2360,P1,P1,0,385,adapt,abandon,False,False,False,False,False,8705,8659,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.0444624090541633,"The current file already implements the required cycle rejection logic, fulfilling the task without further changes."
alias_resolution-adapt-k8,rebuilt-action-crossed-corpus,8,0.7692307692307693,2360,P1,P1,1,385,adapt,abandon,False,False,False,False,False,8710,8659,51,0,,,0,0,0.0,,,,,8000,8000,tail,0.0444624090541633,"The current file already fulfills the task of resolving chained aliases with cycle rejection, so no further edit is needed."
alias_resolution-adapt-k8,rebuilt-action-crossed-corpus,8,0.7692307692307693,2360,P1,P1,2,385,adapt,adapt,True,True,True,True,False,8866,8659,207,0,,,0,0,0.0,,,,,8000,8000,tail,0.0444624090541633,Replaced the single-step logic with a loop to resolve chained aliases while preserving cycle detection and the new default parameter.
alias_resolution-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2360,P1,P1,0,336,escalate,adapt,False,False,False,False,False,8708,8610,98,0,,,0,0,0.0,,,,,8000,8000,tail,0.03902439024390244,The current file lacks cycle detection and chained resolution; this edit restores the correct logic.
alias_resolution-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2360,P1,P1,1,336,escalate,adapt,False,False,True,False,False,8796,8610,186,0,,,0,0,0.0,,,,,8000,8000,tail,0.03902439024390244,"The current file lacks cycle detection and chained resolution, so I am rebasing the correct implementation while preserving existing constants."
alias_resolution-escalate-k8,rebuilt-action-crossed-corpus,8,0.9,2360,P1,P1,2,336,escalate,adapt,False,False,False,False,False,8708,8610,98,0,,,0,0,0.0,,,,,8000,8000,tail,0.03902439024390244,The current file lacks cycle detection and chained resolution; this edit restores the correct logic.
boolean_parsing-abandon-k8,rebuilt-action-crossed-corpus,8,0.8823529411764706,2090,P1,P1,0,508,abandon,abandon,True,True,False,True,False,8843,8797,46,0,,,0,0,0.0,,,,,8000,8000,tail,0.05774695919063317,"The current file already implements case-insensitive parsing with padding support, fulfilling the task requirements."
